Simulation;Output file name;Computation time;threshold Attention;tm Attention;t rest Attention;threshold Intermediate;tm Intermediate;t rest Intermediate;threshold Output;tm Output;t rest Output;w WTA inter;w input attention;w attention inter;w attention output;w hysteresis;
1;Results/20211026/Bernert_attention_nest_20211026-094232.png;0:02:52.352887;-45;25;0.02;-55;5;1;-25;50;0.5;0.7;0.7;0.5;10;0.5
2;;;-45;25;0.05;-20;5;0.02;-65;25;5;0.5;0.7;5;2;2
