Simulation;Simulation loop;Number of active output neurons;Activation rate of output layer;Specific activation rate;threshold Attention;tm Attention;threshold Intermediate;tm Intermediate;neurons Intermediate;threshold Output;tm Output;neurons Output;
1;11;1;791
8182;25;2;-15;0.025;60;-15;240;11;
