Simulation,Number of active output neurons,Activation rate of output layer,Rate coding,Rank order coding - Accuracy,Rank order coding - Specificity,threshold Attention,tm Attention,threshold Intermediate,tm Intermediate,neurons Intermediate,threshold Output,tm Output,neurons Output
1,11,1,0.58988,0.83,0.058693,25,2,-15,0.025,60,-15,240,11
